"store_id";"store_name";"city";"state";"product_id";"product_name";"brand_name";"category_name";"stock_remaining";"stock_status"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";153;"Trek Domane SL 7 Women's - 2018";"Trek";"Road Bikes";25;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";152;"Trek Domane SL 5 Disc Women's - 2018";"Trek";"Road Bikes";12;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";151;"Trek Domane ALR 4 Disc Women's - 2018";"Trek";"Road Bikes";24;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";150;"Trek Emonda SL 7 - 2018";"Trek";"Road Bikes";22;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";149;"Trek Domane SLR 8 Disc - 2018";"Trek";"Road Bikes";1;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";148;"Trek Domane SL 8 Disc - 2018";"Trek";"Road Bikes";6;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";147;"Trek Domane ALR 5 Gravel - 2018";"Trek";"Road Bikes";8;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";146;"Trek Domane SLR 6 - 2018";"Trek";"Road Bikes";6;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";145;"Trek Domane ALR 5 Disc - 2018";"Trek";"Road Bikes";5;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";144;"Trek Domane ALR 4 Disc - 2018";"Trek";"Road Bikes";7;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";143;"Trek Domane ALR 3 - 2018";"Trek";"Road Bikes";19;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";59;"Trek Domane S 5 Disc - 2017";"Trek";"Road Bikes";22;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";58;"Trek Madone 9.2 - 2017";"Trek";"Road Bikes";1;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";57;"Trek Emonda S 5 - 2017";"Trek";"Road Bikes";1;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";56;"Trek Domane SLR 6 Disc - 2017";"Trek";"Road Bikes";15;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";55;"Trek Domane S 6 - 2017";"Trek";"Road Bikes";11;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";54;"Trek Domane SL Disc Frameset - 2017";"Trek";"Road Bikes";11;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";53;"Surly Ogre Frameset - 2017";"Surly";"Road Bikes";17;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";52;"Surly Steamroller - 2017";"Surly";"Road Bikes";18;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";51;"Trek Silque SLR 8 Women's - 2017";"Trek";"Road Bikes";2;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";50;"Trek Silque SLR 7 Women's - 2017";"Trek";"Road Bikes";29;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";49;"Trek Domane SL 6 - 2017";"Trek";"Road Bikes";8;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";48;"Trek Emonda S 4 - 2017";"Trek";"Road Bikes";5;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";142;"Trek Fuel EX 8 29 XT - 2018";"Trek";"Mountain Bikes";22;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";141;"Trek Stache 5 - 2018";"Trek";"Mountain Bikes";21;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";140;"Trek Remedy 9.8 27.5 - 2018";"Trek";"Mountain Bikes";3;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";139;"Trek Remedy 7 27.5 - 2018";"Trek";"Mountain Bikes";17;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";138;"Trek Fuel EX 5 Plus - 2018";"Trek";"Mountain Bikes";6;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";137;"Heller Shagamaw GX1 - 2018";"Heller";"Mountain Bikes";12;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";136;"Trek Procaliber 6 - 2018";"Trek";"Mountain Bikes";12;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";135;"Trek X-Caliber Frameset - 2018";"Trek";"Mountain Bikes";15;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";134;"Trek Remedy 27.5 C Frameset - 2018";"Trek";"Mountain Bikes";26;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";133;"Trek Procaliber Frameset - 2018";"Trek";"Mountain Bikes";9;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";132;"Trek Procal AL Frameset - 2018";"Trek";"Mountain Bikes";1;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";131;"Heller Bloodhound Trail - 2018";"Heller";"Mountain Bikes";20;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";130;"Trek Stache Carbon Frameset - 2018";"Trek";"Mountain Bikes";22;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";129;"Trek X-Caliber 7 - 2018";"Trek";"Mountain Bikes";21;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";128;"Surly ECR 27.5 - 2018";"Surly";"Mountain Bikes";11;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";127;"Surly Pack Rat Frameset - 2018";"Surly";"Mountain Bikes";12;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";126;"Surly Big Fat Dummy Frameset - 2018";"Surly";"Mountain Bikes";28;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";125;"Trek Kids' Dual Sport - 2018";"Trek";"Mountain Bikes";22;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";124;"Surly Krampus - 2018";"Surly";"Mountain Bikes";23;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";123;"Trek Farley Carbon Frameset - 2018";"Trek";"Mountain Bikes";8;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";122;"Surly Troll Frameset - 2018";"Surly";"Mountain Bikes";22;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";121;"Surly Krampus Frameset - 2018";"Surly";"Mountain Bikes";19;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";120;"Trek Fuel EX 7 29 - 2018";"Trek";"Mountain Bikes";23;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";119;"Trek Kids' Neko - 2018";"Trek";"Mountain Bikes";17;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";118;"Trek X-Caliber 8 - 2018";"Trek";"Mountain Bikes";12;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";117;"Trek Ticket S Frame - 2018";"Trek";"Mountain Bikes";15;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";116;"Trek Marlin 7 - 2017/2018";"Trek";"Mountain Bikes";24;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";115;"Trek Fuel EX 8 29 - 2018";"Trek";"Mountain Bikes";10;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";114;"Trek Marlin 6 - 2018";"Trek";"Mountain Bikes";3;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";113;"Trek Marlin 5 - 2018";"Trek";"Mountain Bikes";24;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";112;"Trek 820 - 2018";"Trek";"Mountain Bikes";17;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";47;"Trek Remedy 9.8 - 2017";"Trek";"Mountain Bikes";21;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";46;"Haro SR 1.3 - 2017";"Haro";"Mountain Bikes";19;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";45;"Haro SR 1.2 - 2017";"Haro";"Mountain Bikes";15;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";44;"Haro SR 1.1 - 2017";"Haro";"Mountain Bikes";1;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";43;"Trek Fuel EX 9.8 27.5 Plus - 2017";"Trek";"Mountain Bikes";2;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";42;"Trek Fuel EX 5 27.5 Plus - 2017";"Trek";"Mountain Bikes";0;"Out of Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";41;"Haro Shift R3 - 2017";"Haro";"Mountain Bikes";10;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";40;"Trek Fuel EX 9.8 29 - 2017";"Trek";"Mountain Bikes";24;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";39;"Trek Stache 5 - 2017";"Trek";"Mountain Bikes";2;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";38;"Haro Flightline Two 26 Plus - 2017";"Haro";"Mountain Bikes";13;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";37;"Haro Flightline One ST - 2017";"Haro";"Mountain Bikes";12;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";36;"Surly Troll Frameset - 2017";"Surly";"Mountain Bikes";26;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";35;"Sun Bicycles Spider 3i - 2017";"Sun Bicycles";"Mountain Bikes";18;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";34;"Trek Session DH 27.5 Carbon Frameset - 2017";"Trek";"Mountain Bikes";2;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";33;"Surly Wednesday Frameset - 2017";"Surly";"Mountain Bikes";10;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";32;"Trek Farley Alloy Frameset - 2017";"Trek";"Mountain Bikes";0;"Out of Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";31;"Surly Wednesday - 2017";"Surly";"Mountain Bikes";2;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";30;"Surly Ice Cream Truck Frameset - 2017";"Surly";"Mountain Bikes";30;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";29;"Trek X-Caliber 8 - 2017";"Trek";"Mountain Bikes";13;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";28;"Surly Karate Monkey 27.5+ Frameset - 2017";"Surly";"Mountain Bikes";20;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";27;"Surly Big Dummy Frameset - 2017";"Surly";"Mountain Bikes";21;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";8;"Trek Remedy 29 Carbon Frameset - 2016";"Trek";"Mountain Bikes";0;"Out of Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";7;"Trek Slash 8 27.5 - 2016";"Trek";"Mountain Bikes";8;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";6;"Surly Ice Cream Truck Frameset - 2016";"Surly";"Mountain Bikes";0;"Out of Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";5;"Heller Shagamaw Frame - 2016";"Heller";"Mountain Bikes";22;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";4;"Trek Fuel EX 8 29 - 2016";"Trek";"Mountain Bikes";23;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";3;"Surly Wednesday Frameset - 2016";"Surly";"Mountain Bikes";6;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";2;"Ritchey Timberwolf Frameset - 2016";"Ritchey";"Mountain Bikes";5;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";1;"Trek 820 - 2016";"Trek";"Mountain Bikes";27;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";205;"Trek Super Commuter+ 8S - 2018";"Trek";"Electric Bikes";9;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";204;"Trek Super Commuter+ 7 - 2018";"Trek";"Electric Bikes";23;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";203;"Trek Powerfly 7 FS - 2018";"Trek";"Electric Bikes";4;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";202;"Trek Powerfly 5 Women's - 2018";"Trek";"Electric Bikes";5;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";201;"Trek Powerfly 5 FS - 2018";"Trek";"Electric Bikes";16;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";200;"Trek Powerfly 5 - 2018";"Trek";"Electric Bikes";27;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";199;"Electra Townie Commute Go! Ladies' - 2018";"Electra";"Electric Bikes";2;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";198;"Electra Townie Commute Go! - 2018";"Electra";"Electric Bikes";1;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";197;"Trek Verve+ Lowstep - 2018";"Trek";"Electric Bikes";22;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";196;"Trek Verve+ - 2018";"Trek";"Electric Bikes";26;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";195;"Electra Townie Go! 8i Ladies' - 2018";"Electra";"Electric Bikes";1;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";194;"Trek XM700+ - 2018";"Trek";"Electric Bikes";24;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";193;"Trek Lift+ - 2018";"Trek";"Electric Bikes";30;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";192;"Electra Townie Go! 8i - 2017/2018";"Electra";"Electric Bikes";20;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";191;"Electra Loft Go! 8i - 2018";"Electra";"Electric Bikes";21;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";190;"Trek Dual Sport+ - 2018";"Trek";"Electric Bikes";21;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";189;"Trek Lift+ Lowstep - 2018";"Trek";"Electric Bikes";6;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";188;"Trek XM700+ Lowstep - 2018";"Trek";"Electric Bikes";30;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";187;"Trek Neko+ - 2018";"Trek";"Electric Bikes";16;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";186;"Trek CrossRip+ - 2018";"Trek";"Electric Bikes";1;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";185;"Trek Conduit+ - 2018";"Trek";"Electric Bikes";3;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";61;"Trek Powerfly 8 FS Plus - 2017";"Trek";"Electric Bikes";30;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";60;"Sun Bicycles ElectroLite - 2017";"Sun Bicycles";"Electric Bikes";19;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";9;"Trek Conduit+ - 2016";"Trek";"Electric Bikes";11;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";211;"Surly Straggler 650b - 2018";"Surly";"Cyclocross Bicycles";13;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";210;"Surly Straggler - 2018";"Surly";"Cyclocross Bicycles";25;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";209;"Trek Crockett 7 Disc - 2018";"Trek";"Cyclocross Bicycles";22;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";208;"Trek Crockett 5 Disc - 2018";"Trek";"Cyclocross Bicycles";13;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";207;"Trek Boone 7 Disc - 2018";"Trek";"Cyclocross Bicycles";27;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";206;"Trek Boone 5 Disc - 2018";"Trek";"Cyclocross Bicycles";10;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";63;"Trek Boone Race Shop Limited - 2017";"Trek";"Cyclocross Bicycles";4;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";62;"Trek Boone 7 - 2017";"Trek";"Cyclocross Bicycles";21;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";11;"Surly Straggler 650b - 2016";"Surly";"Cyclocross Bicycles";8;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";10;"Surly Straggler - 2016";"Surly";"Cyclocross Bicycles";15;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";261;"Electra Townie Balloon 7i EQ - 2018";"Electra";"Cruisers Bicycles";3;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";260;"Electra Townie Balloon 3i EQ Ladies' - 2018";"Electra";"Cruisers Bicycles";20;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";259;"Electra Amsterdam Royal 8i Ladies - 2018";"Electra";"Cruisers Bicycles";10;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";258;"Electra Amsterdam Royal 8i - 2017/2018";"Electra";"Cruisers Bicycles";25;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";257;"Electra Amsterdam Fashion 3i Ladies' - 2017/2018";"Electra";"Cruisers Bicycles";17;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";256;"Electra Townie Commute 27D - 2018";"Electra";"Cruisers Bicycles";20;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";255;"Electra Townie Balloon 7i EQ Ladies' - 2017/2018";"Electra";"Cruisers Bicycles";13;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";254;"Electra Townie Balloon 3i EQ - 2017/2018";"Electra";"Cruisers Bicycles";24;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";253;"Electra Townie Go! 8i Ladies' - 2018";"Electra";"Cruisers Bicycles";16;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";252;"Electra Townie Commute Go! Ladies' - 2018";"Electra";"Cruisers Bicycles";28;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";251;"Electra Townie Commute Go! - 2018";"Electra";"Cruisers Bicycles";2;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";250;"Electra Townie Go! 8i - 2017/2018";"Electra";"Cruisers Bicycles";3;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";249;"Electra White Water 3i - 2018";"Electra";"Cruisers Bicycles";27;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";248;"Electra Townie Original 7D EQ Ladies' - 2017/2018";"Electra";"Cruisers Bicycles";14;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";247;"Electra Townie Original 7D EQ - 2018";"Electra";"Cruisers Bicycles";15;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";246;"Electra Townie Original 3i EQ Ladies' - 2018";"Electra";"Cruisers Bicycles";0;"Out of Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";245;"Electra Townie Original 3i EQ - 2017/2018";"Electra";"Cruisers Bicycles";3;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";244;"Electra Townie Original 21D Ladies' - 2018";"Electra";"Cruisers Bicycles";10;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";243;"Electra Townie Original 21D EQ Ladies' - 2018";"Electra";"Cruisers Bicycles";11;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";242;"Electra Townie Commute 8D Ladies' - 2018";"Electra";"Cruisers Bicycles";10;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";241;"Electra Townie Commute 8D - 2018";"Electra";"Cruisers Bicycles";17;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";240;"Electra Townie Commute 27D Ladies - 2018";"Electra";"Cruisers Bicycles";17;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";239;"Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018";"Electra";"Cruisers Bicycles";28;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";238;"Electra Townie Balloon 8D EQ - 2016/2017/2018";"Electra";"Cruisers Bicycles";20;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";237;"Electra Relic 3i - 2018";"Electra";"Cruisers Bicycles";26;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";236;"Electra Morningstar 3i Ladies' - 2018";"Electra";"Cruisers Bicycles";18;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";235;"Electra Koa 3i Ladies' - 2018";"Electra";"Cruisers Bicycles";7;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";234;"Electra Daydreamer 3i Ladies' - 2018";"Electra";"Cruisers Bicycles";13;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";233;"Electra Cruiser Lux Fat Tire 7D - 2018";"Electra";"Cruisers Bicycles";5;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";232;"Electra Cruiser Lux 7D Ladies' - 2018";"Electra";"Cruisers Bicycles";5;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";231;"Electra Cruiser Lux 3i Ladies' - 2018";"Electra";"Cruisers Bicycles";25;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";230;"Electra Cruiser Lux 1 Ladies' - 2018";"Electra";"Cruisers Bicycles";7;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";229;"Electra Cruiser Lux 1 - 2016/2018";"Electra";"Cruisers Bicycles";27;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";228;"Electra Cruiser 7D Tall - 2016/2018";"Electra";"Cruisers Bicycles";22;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";227;"Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018";"Electra";"Cruisers Bicycles";19;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";226;"Electra Townie Original 21D EQ - 2017/2018";"Electra";"Cruisers Bicycles";18;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";225;"Electra Delivery 3i - 2016/2017/2018";"Electra";"Cruisers Bicycles";24;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";224;"Electra Cruiser Lux 7D - 2018";"Electra";"Cruisers Bicycles";16;"In Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";223;"Electra Cruiser Lux 3i - 2018";"Electra";"Cruisers Bicycles";3;"Low Stock"
1;"Santa Cruz Bikes";"Santa Cruz";"CA";222;"Electra Cruiser 1 Tall - 2016/2018";"Electra";"Cruisers Bicycles";12;"In Stock"
