"product_id";"product_name";"brand_name";"category_name";"model_year";"store_name";"city";"state";"order_year";"order_month";"yr_month";"units_sold";"gross_revenue";"net_revenue"
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;2;"2016-02";2.0;1099.98;1044.981
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;3;"2016-03";13.0;7149.87;6506.3817
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;3;"2016-03";2.0;1099.98;879.984
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;3;"2016-03";2.0;1099.98;989.982
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;4;"2016-04";10.0;5499.9;4966.4097
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;4;"2016-04";6.0;3299.94;2892.9474
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;5;"2016-05";10.0;5499.9;4647.4155
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;6;"2016-06";1.0;549.99;522.4905
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;6;"2016-06";1.0;549.99;522.4905
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;7;"2016-07";12.0;6599.88;5840.8938
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;7;"2016-07";1.0;549.99;494.991
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;8;"2016-08";5.0;2749.95;2474.955
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;8;"2016-08";2.0;1099.98;989.982
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;9;"2016-09";4.0;2199.96;2023.9632
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;9;"2016-09";3.0;1649.97;1534.4721
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;10;"2016-10";10.0;5499.9;5010.4089
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;10;"2016-10";2.0;1099.98;879.984
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;10;"2016-10";2.0;1099.98;1044.981
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;11;"2016-11";3.0;1649.97;1512.4725
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;11;"2016-11";1.0;549.99;511.4907
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;11;"2016-11";1.0;549.99;439.992
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;12;"2016-12";7.0;3849.93;3420.9378
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;12;"2016-12";2.0;1099.98;1044.981
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2017;1;"2017-01";1.0;549.99;439.992
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2017;2;"2017-02";1.0;549.99;511.4907
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;2;"2017-02";2.0;1099.98;1022.9814
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;3;"2017-03";2.0;1099.98;1044.981
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2017;3;"2017-03";3.0;1649.97;1534.4721
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;4;"2017-04";1.0;549.99;494.991
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2017;5;"2017-05";2.0;1099.98;989.982
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;5;"2017-05";1.0;549.99;439.992
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2017;6;"2017-06";2.0;1099.98;1022.9814
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;6;"2017-06";3.0;1649.97;1484.973
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;7;"2017-07";3.0;1649.97;1462.9734
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;8;"2017-08";5.0;2749.95;2447.4555
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2017;10;"2017-10";2.0;1099.98;989.982
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;10;"2017-10";3.0;1649.97;1484.973
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2017;11;"2017-11";1.0;549.99;522.4905
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2018;1;"2018-01";1.0;549.99;522.4905
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2018;3;"2018-03";1.0;549.99;522.4905
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2018;4;"2018-04";2.0;1099.98;1044.981
12;"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2018;4;"2018-04";1.0;549.99;494.991
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;1;"2016-01";6.0;1619.94;1447.1464
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;1;"2016-01";3.0;809.97;718.1734
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;1;"2016-01";2.0;539.98;431.984
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;2;"2016-02";4.0;1079.96;1009.7626
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;2;"2016-02";4.0;1079.96;988.1634
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;2;"2016-02";1.0;269.99;215.992
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;3;"2016-03";2.0;539.98;485.982
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;3;"2016-03";2.0;539.98;485.982
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;3;"2016-03";6.0;1619.94;1511.944
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;4;"2016-04";1.0;269.99;215.992
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;4;"2016-04";4.0;1079.96;1025.962
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;5;"2016-05";11.0;2969.89;2627.0027
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;5;"2016-05";1.0;269.99;242.991
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;6;"2016-06";3.0;809.97;683.0747
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;6;"2016-06";5.0;1349.95;1231.1544
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;7;"2016-07";12.0;3239.88;2832.1951
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;8;"2016-08";3.0;809.97;753.2721
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;8;"2016-08";6.0;1619.94;1506.5442
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;9;"2016-09";8.0;2159.92;1960.1274
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;9;"2016-09";4.0;1079.96;1015.1624
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;9;"2016-09";3.0;809.97;769.4715
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;10;"2016-10";3.0;809.97;688.4745
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;10;"2016-10";11.0;2969.89;2667.5012
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;10;"2016-10";2.0;539.98;502.1814
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;11;"2016-11";2.0;539.98;485.982
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;11;"2016-11";6.0;1619.94;1457.946
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;12;"2016-12";3.0;809.97;674.975
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;12;"2016-12";2.0;539.98;431.984
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;1;"2017-01";1.0;269.99;242.991
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2017;1;"2017-01";1.0;269.99;242.991
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2017;2;"2017-02";1.0;269.99;215.992
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;2;"2017-02";1.0;269.99;242.991
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2017;3;"2017-03";2.0;539.98;431.984
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2017;3;"2017-03";1.0;269.99;256.4905
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;4;"2017-04";4.0;1079.96;961.1644
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2017;5;"2017-05";2.0;539.98;458.983
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;6;"2017-06";3.0;809.97;688.4745
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;7;"2017-07";1.0;269.99;215.992
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;8;"2017-08";5.0;1349.95;1271.6529
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2017;8;"2017-08";2.0;539.98;502.1814
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2017;9;"2017-09";2.0;539.98;512.981
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;10;"2017-10";6.0;1619.94;1506.5442
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;11;"2017-11";1.0;269.99;242.991
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2018;1;"2018-01";1.0;269.99;242.991
13;"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2018;1;"2018-01";3.0;809.97;688.4745
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;1;"2016-01";9.0;2429.91;2216.6179
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;1;"2016-01";1.0;269.99;251.0907
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;2;"2016-02";6.0;1619.94;1430.947
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;2;"2016-02";3.0;809.97;764.0717
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;3;"2016-03";1.0;269.99;242.991
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;3;"2016-03";5.0;1349.95;1201.4555
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;4;"2016-04";5.0;1349.95;1255.4535
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;4;"2016-04";1.0;269.99;256.4905
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;5;"2016-05";2.0;539.98;485.982
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;5;"2016-05";4.0;1079.96;926.0657
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;6;"2016-06";3.0;809.97;701.974
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;6;"2016-06";1.0;269.99;242.991
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;7;"2016-07";6.0;1619.94;1436.3468
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;7;"2016-07";2.0;539.98;485.982
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;7;"2016-07";2.0;539.98;485.982
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;8;"2016-08";12.0;3239.88;2886.1931
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;8;"2016-08";3.0;809.97;753.2721
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;8;"2016-08";4.0;1079.96;917.966
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;9;"2016-09";6.0;1619.94;1412.0477
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;9;"2016-09";1.0;269.99;215.992
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;10;"2016-10";5.0;1349.95;1160.957
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;10;"2016-10";3.0;809.97;683.0747
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;12;"2016-12";3.0;809.97;755.972
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;12;"2016-12";4.0;1079.96;926.0657
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;3;"2017-03";1.0;269.99;256.4905
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;4;"2017-04";5.0;1349.95;1239.2541
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2017;5;"2017-05";1.0;269.99;251.0907
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2017;6;"2017-06";2.0;539.98;502.1814
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;7;"2017-07";8.0;2159.92;1933.1284
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2017;8;"2017-08";2.0;539.98;431.984
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;8;"2017-08";1.0;269.99;251.0907
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;9;"2017-09";1.0;269.99;215.992
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;11;"2017-11";3.0;809.97;674.975
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2017;12;"2017-12";3.0;809.97;701.974
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2017;12;"2017-12";2.0;539.98;502.1814
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2018;3;"2018-03";2.0;539.98;485.982
14;"Electra Girl's Hawaii 1 (16-inch) - 2015/2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2018;4;"2018-04";1.0;269.99;242.991
15;"Electra Moto 1 - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;1;"2016-01";3.0;1589.97;1446.8727
15;"Electra Moto 1 - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;1;"2016-01";2.0;1059.98;847.984
15;"Electra Moto 1 - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;2;"2016-02";8.0;4239.92;3741.7294
15;"Electra Moto 1 - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;2;"2016-02";3.0;1589.97;1478.6721
15;"Electra Moto 1 - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;3;"2016-03";4.0;2119.96;1934.4635
15;"Electra Moto 1 - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;3;"2016-03";2.0;1059.98;953.982
15;"Electra Moto 1 - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;4;"2016-04";3.0;1589.97;1409.7734
15;"Electra Moto 1 - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;4;"2016-04";2.0;1059.98;847.984
15;"Electra Moto 1 - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;5;"2016-05";2.0;1059.98;1006.981
15;"Electra Moto 1 - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;5;"2016-05";6.0;3179.94;2867.2459
15;"Electra Moto 1 - 2016";"Electra";"Cruisers Bicycles";2016;"Santa Cruz Bikes";"Santa Cruz";"CA";2016;6;"2016-06";3.0;1589.97;1430.973
15;"Electra Moto 1 - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;6;"2016-06";1.0;529.99;476.991
15;"Electra Moto 1 - 2016";"Electra";"Cruisers Bicycles";2016;"Baldwin Bikes";"Baldwin";"NY";2016;7;"2016-07";7.0;3709.93;3471.4345
15;"Electra Moto 1 - 2016";"Electra";"Cruisers Bicycles";2016;"Rowlett Bikes";"Rowlett";"TX";2016;8;"2016-08";4.0;2119.96;1966.2629
