"order_id";"customer_id";"order_date";"order_year";"order_month";"yr_month";"store_name";"city";"state";"product_name";"brand_name";"category_name";"quantity";"list_price";"discount";"discount_pct";"gross_amount";"discount_amount";"net_amount"
6;94;"2016-01-04";2016;1;"2016-01";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.05;5.0;1099.98;54.999;1044.981
15;450;"2016-01-09";2016;1;"2016-01";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.07;7.0;1099.98;76.9986;1022.9814
26;1280;"2016-01-18";2016;1;"2016-01";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.2;20.0;549.99;109.998;439.992
32;1259;"2016-01-21";2016;1;"2016-01";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.07;7.0;1099.98;76.9986;1022.9814
43;1434;"2016-01-27";2016;1;"2016-01";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.05;5.0;1099.98;54.999;1044.981
65;996;"2016-02-08";2016;2;"2016-02";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.1;10.0;549.99;54.999;494.991
66;1253;"2016-02-09";2016;2;"2016-02";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.07;7.0;549.99;38.4993;511.4907
67;526;"2016-02-09";2016;2;"2016-02";"Rowlett Bikes";"Rowlett";"TX";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.1;10.0;1099.98;109.998;989.982
72;1386;"2016-02-12";2016;2;"2016-02";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.05;5.0;549.99;27.4995;522.4905
76;9;"2016-02-16";2016;2;"2016-02";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.05;5.0;549.99;27.4995;522.4905
94;929;"2016-02-27";2016;2;"2016-02";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.05;5.0;549.99;27.4995;522.4905
100;1237;"2016-03-01";2016;3;"2016-03";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.05;5.0;1099.98;54.999;1044.981
101;271;"2016-03-01";2016;3;"2016-03";"Rowlett Bikes";"Rowlett";"TX";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.2;20.0;1099.98;219.996;879.984
111;630;"2016-03-07";2016;3;"2016-03";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.07;7.0;1099.98;76.9986;1022.9814
113;1078;"2016-03-08";2016;3;"2016-03";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.07;7.0;1099.98;76.9986;1022.9814
114;1431;"2016-03-08";2016;3;"2016-03";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.05;5.0;549.99;27.4995;522.4905
123;766;"2016-03-15";2016;3;"2016-03";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.1;10.0;1099.98;109.998;989.982
140;1264;"2016-03-23";2016;3;"2016-03";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.2;20.0;1099.98;219.996;879.984
146;288;"2016-03-28";2016;3;"2016-03";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.1;10.0;549.99;54.999;494.991
149;763;"2016-03-28";2016;3;"2016-03";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.07;7.0;1099.98;76.9986;1022.9814
154;1286;"2016-03-31";2016;3;"2016-03";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.1;10.0;549.99;54.999;494.991
163;1325;"2016-04-06";2016;4;"2016-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.1;10.0;549.99;54.999;494.991
167;1034;"2016-04-08";2016;4;"2016-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.05;5.0;549.99;27.4995;522.4905
168;1147;"2016-04-09";2016;4;"2016-04";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.07;7.0;1099.98;76.9986;1022.9814
170;1200;"2016-04-10";2016;4;"2016-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.1;10.0;1099.98;109.998;989.982
178;756;"2016-04-16";2016;4;"2016-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.05;5.0;549.99;27.4995;522.4905
179;616;"2016-04-17";2016;4;"2016-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.2;20.0;1099.98;219.996;879.984
183;22;"2016-04-19";2016;4;"2016-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.05;5.0;1099.98;54.999;1044.981
191;919;"2016-04-27";2016;4;"2016-04";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.2;20.0;1099.98;219.996;879.984
193;1366;"2016-04-28";2016;4;"2016-04";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.1;10.0;1099.98;109.998;989.982
196;1247;"2016-04-28";2016;4;"2016-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.07;7.0;549.99;38.4993;511.4907
207;105;"2016-05-05";2016;5;"2016-05";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.2;20.0;1099.98;219.996;879.984
208;815;"2016-05-06";2016;5;"2016-05";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.2;20.0;549.99;109.998;439.992
212;1373;"2016-05-08";2016;5;"2016-05";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.2;20.0;1099.98;219.996;879.984
215;1420;"2016-05-10";2016;5;"2016-05";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.1;10.0;1099.98;109.998;989.982
218;1179;"2016-05-12";2016;5;"2016-05";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.05;5.0;549.99;27.4995;522.4905
233;737;"2016-05-21";2016;5;"2016-05";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.2;20.0;549.99;109.998;439.992
234;1435;"2016-05-22";2016;5;"2016-05";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.1;10.0;549.99;54.999;494.991
254;510;"2016-06-03";2016;6;"2016-06";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.05;5.0;549.99;27.4995;522.4905
285;319;"2016-06-25";2016;6;"2016-06";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.05;5.0;549.99;27.4995;522.4905
296;1245;"2016-07-04";2016;7;"2016-07";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.1;10.0;1099.98;109.998;989.982
309;211;"2016-07-11";2016;7;"2016-07";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.05;5.0;549.99;27.4995;522.4905
321;568;"2016-07-19";2016;7;"2016-07";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.2;20.0;1099.98;219.996;879.984
324;480;"2016-07-20";2016;7;"2016-07";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.05;5.0;549.99;27.4995;522.4905
325;848;"2016-07-20";2016;7;"2016-07";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.2;20.0;549.99;109.998;439.992
326;1337;"2016-07-20";2016;7;"2016-07";"Rowlett Bikes";"Rowlett";"TX";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.1;10.0;549.99;54.999;494.991
327;83;"2016-07-21";2016;7;"2016-07";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.07;7.0;1099.98;76.9986;1022.9814
336;1030;"2016-07-26";2016;7;"2016-07";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.2;20.0;549.99;109.998;439.992
340;963;"2016-07-29";2016;7;"2016-07";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.07;7.0;1099.98;76.9986;1022.9814
371;891;"2016-08-15";2016;8;"2016-08";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.2;20.0;549.99;109.998;439.992
373;337;"2016-08-16";2016;8;"2016-08";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.1;10.0;549.99;54.999;494.991
375;536;"2016-08-17";2016;8;"2016-08";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.05;5.0;1099.98;54.999;1044.981
396;542;"2016-08-27";2016;8;"2016-08";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.1;10.0;549.99;54.999;494.991
403;578;"2016-08-31";2016;8;"2016-08";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.1;10.0;1099.98;109.998;989.982
418;88;"2016-09-04";2016;9;"2016-09";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.05;5.0;549.99;27.4995;522.4905
427;434;"2016-09-09";2016;9;"2016-09";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.07;7.0;1099.98;76.9986;1022.9814
441;704;"2016-09-18";2016;9;"2016-09";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.07;7.0;549.99;38.4993;511.4907
450;575;"2016-09-21";2016;9;"2016-09";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.07;7.0;549.99;38.4993;511.4907
462;852;"2016-09-27";2016;9;"2016-09";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.1;10.0;1099.98;109.998;989.982
479;984;"2016-10-03";2016;10;"2016-10";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.05;5.0;549.99;27.4995;522.4905
490;876;"2016-10-07";2016;10;"2016-10";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.1;10.0;549.99;54.999;494.991
500;148;"2016-10-11";2016;10;"2016-10";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.05;5.0;1099.98;54.999;1044.981
523;1056;"2016-10-24";2016;10;"2016-10";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.2;20.0;549.99;109.998;439.992
529;753;"2016-10-28";2016;10;"2016-10";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.07;7.0;1099.98;76.9986;1022.9814
531;116;"2016-10-28";2016;10;"2016-10";"Rowlett Bikes";"Rowlett";"TX";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.2;20.0;1099.98;219.996;879.984
532;817;"2016-10-29";2016;10;"2016-10";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.1;10.0;549.99;54.999;494.991
533;1334;"2016-10-29";2016;10;"2016-10";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.1;10.0;1099.98;109.998;989.982
536;759;"2016-10-31";2016;10;"2016-10";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.05;5.0;1099.98;54.999;1044.981
544;321;"2016-11-06";2016;11;"2016-11";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.05;5.0;549.99;27.4995;522.4905
553;913;"2016-11-12";2016;11;"2016-11";"Rowlett Bikes";"Rowlett";"TX";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.07;7.0;549.99;38.4993;511.4907
574;833;"2016-11-26";2016;11;"2016-11";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.1;10.0;1099.98;109.998;989.982
575;33;"2016-11-27";2016;11;"2016-11";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.2;20.0;549.99;109.998;439.992
585;1219;"2016-12-04";2016;12;"2016-12";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.07;7.0;1099.98;76.9986;1022.9814
601;683;"2016-12-09";2016;12;"2016-12";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.2;20.0;1099.98;219.996;879.984
603;1032;"2016-12-09";2016;12;"2016-12";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.07;7.0;549.99;38.4993;511.4907
613;1159;"2016-12-17";2016;12;"2016-12";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.07;7.0;549.99;38.4993;511.4907
633;1040;"2016-12-28";2016;12;"2016-12";"Rowlett Bikes";"Rowlett";"TX";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.05;5.0;1099.98;54.999;1044.981
634;27;"2016-12-29";2016;12;"2016-12";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.1;10.0;549.99;54.999;494.991
646;975;"2017-01-09";2017;1;"2017-01";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.2;20.0;549.99;109.998;439.992
698;543;"2017-02-06";2017;2;"2017-02";"Rowlett Bikes";"Rowlett";"TX";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.07;7.0;549.99;38.4993;511.4907
740;1113;"2017-02-28";2017;2;"2017-02";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.07;7.0;1099.98;76.9986;1022.9814
752;335;"2017-03-05";2017;3;"2017-03";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.05;5.0;1099.98;54.999;1044.981
754;646;"2017-03-06";2017;3;"2017-03";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.07;7.0;1099.98;76.9986;1022.9814
765;1152;"2017-03-09";2017;3;"2017-03";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.07;7.0;549.99;38.4993;511.4907
844;1436;"2017-04-16";2017;4;"2017-04";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.1;10.0;549.99;54.999;494.991
889;830;"2017-05-14";2017;5;"2017-05";"Rowlett Bikes";"Rowlett";"TX";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.1;10.0;1099.98;109.998;989.982
902;1278;"2017-05-21";2017;5;"2017-05";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.2;20.0;549.99;109.998;439.992
971;1426;"2017-06-22";2017;6;"2017-06";"Rowlett Bikes";"Rowlett";"TX";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.07;7.0;1099.98;76.9986;1022.9814
979;1190;"2017-06-26";2017;6;"2017-06";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.1;10.0;1099.98;109.998;989.982
984;1287;"2017-06-27";2017;6;"2017-06";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.1;10.0;549.99;54.999;494.991
988;436;"2017-07-02";2017;7;"2017-07";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.07;7.0;1099.98;76.9986;1022.9814
1036;1442;"2017-07-30";2017;7;"2017-07";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.2;20.0;549.99;109.998;439.992
1055;140;"2017-08-12";2017;8;"2017-08";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.1;10.0;1099.98;109.998;989.982
1062;1210;"2017-08-15";2017;8;"2017-08";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.2;20.0;549.99;109.998;439.992
1066;106;"2017-08-17";2017;8;"2017-08";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.1;10.0;549.99;54.999;494.991
1100;1392;"2017-08-28";2017;8;"2017-08";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.05;5.0;549.99;27.4995;522.4905
1159;1221;"2017-10-01";2017;10;"2017-10";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.1;10.0;1099.98;109.998;989.982
1162;888;"2017-10-01";2017;10;"2017-10";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.05;5.0;1099.98;54.999;1044.981
1208;1226;"2017-10-26";2017;10;"2017-10";"Baldwin Bikes";"Baldwin";"NY";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.2;20.0;549.99;109.998;439.992
1248;1367;"2017-11-16";2017;11;"2017-11";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.05;5.0;549.99;27.4995;522.4905
1333;203;"2018-01-06";2018;1;"2018-01";"Rowlett Bikes";"Rowlett";"TX";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.05;5.0;549.99;27.4995;522.4905
1458;1029;"2018-03-20";2018;3;"2018-03";"Rowlett Bikes";"Rowlett";"TX";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.05;5.0;549.99;27.4995;522.4905
1539;116;"2018-04-15";2018;4;"2018-04";"Rowlett Bikes";"Rowlett";"TX";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";2;549.99;0.05;5.0;1099.98;54.999;1044.981
1553;30;"2018-04-18";2018;4;"2018-04";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Townie Original 21D - 2016";"Electra";"Cruisers Bicycles";1;549.99;0.1;10.0;549.99;54.999;494.991
13;873;"2016-01-08";2016;1;"2016-01";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";1;269.99;0.1;10.0;269.99;26.999;242.991
16;552;"2016-01-12";2016;1;"2016-01";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
23;1149;"2016-01-16";2016;1;"2016-01";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";1;269.99;0.2;20.0;269.99;53.998;215.992
43;1434;"2016-01-27";2016;1;"2016-01";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2;269.99;0.1;10.0;539.98;53.998;485.982
47;1234;"2016-01-29";2016;1;"2016-01";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";1;269.99;0.2;20.0;269.99;53.998;215.992
49;608;"2016-01-31";2016;1;"2016-01";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
50;872;"2016-01-31";2016;1;"2016-01";"Rowlett Bikes";"Rowlett";"TX";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2;269.99;0.2;20.0;539.98;107.996;431.984
51;1047;"2016-02-01";2016;2;"2016-02";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";1;269.99;0.05;5.0;269.99;13.4995;256.4905
57;1305;"2016-02-04";2016;2;"2016-02";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";1;269.99;0.07;7.0;269.99;18.8993;251.0907
68;381;"2016-02-10";2016;2;"2016-02";"Baldwin Bikes";"Baldwin";"NY";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
72;1386;"2016-02-12";2016;2;"2016-02";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2;269.99;0.1;10.0;539.98;53.998;485.982
91;648;"2016-02-25";2016;2;"2016-02";"Santa Cruz Bikes";"Santa Cruz";"CA";"Electra Cruiser 1 (24-Inch) - 2016";"Electra";"Cruisers Bicycles";2;269.99;0.07;7.0;539.98;37.7986;502.1814
